Client,Products,Target
Filona  ,Sweet Eris Bananas,negative
Ira     ,Cream Salo Pepper,positive
Ann     ,Abritos Milk Water,positive
Hilary  ,Fries Eris Vodka,negative
Emma    ,Sweet Cigar Eris,negative
Chloe   ,Salt Onion Abritos,negative
Filona  ,Bread Onion Eris,negative
Chloe   ,Pepper Iogurt Salt,positive
Chloe   ,Water Salo Vine,negative
Ann     ,Salt Sugar Bread,negative
Ira     ,Sweet Salo Iogurt,positive
Ann     ,Bananas Sweet Vodka,negative
Filona  ,Beer Sweet Salo,negative
Gina    ,Vine Salo Onion,negative
Filona  ,Kefir Vodka Eris,positive
Chloe   ,Bread Water Abritos,negative
Gina    ,Abritos Sweet Bread,negative
Ann     ,Milk Salo Cigar,positive
Alla    ,Vine Milk Salt,positive
Emma    ,Milk Salo Salt,positive
Ira     ,Milk Cream Vodka,positive
Sophy   ,Water Sweet Cream,positive
Filona  ,Sugar Kefir Cream,positive
Emma    ,Cream Iogurt Vine,positive
Alla    ,Abritos Cheese Salt,positive
Dorophy ,Milk Kefir Onion,positive
Emma    ,Pepper Abritos Salo,negative
Ann     ,Water Sugar Iogurt,positive
Filona  ,Onion Beer Bread,negative
Dorophy ,Milk Iogurt Cheese,positive
Filona  ,Sugar Onion Milk,positive
Gina    ,Beer Eris Water,negative
Ann     ,Beer Eris Onion,negative
Gina    ,Onion Bread Vine,negative
Filona  ,Onion Vine Salo,negative
Chloe   ,Sugar Fries Salt,negative
Ann     ,Bananas Fries Sugar,negative
Chloe   ,Salo Kefir Bananas,positive
Alla    ,Eris Vodka Beer,negative
Chloe   ,Cream Cheese Milk,positive
Ann     ,Vine Cigar Onion,negative
Sophy   ,Sugar Bananas Beer,negative
Ira     ,Bread Vodka Milk,positive
Filona  ,Water Bananas Cheese,positive
Hilary  ,Vodka Onion Salt,negative
Ann     ,Pepper Onion Cigar,negative
Ann     ,Salt Onion Pepper,negative
Ira     ,Bananas Beer Cream,positive
Ira     ,Cigar Eris Onion,negative
Sophy   ,Cigar Vine Salt,negative
Emma    ,Cheese Pepper Vine,positive
Emma    ,Salt Salo Sweet,negative
Dorophy ,Iogurt Pepper Salt,positive
Filona  ,Fries Vine Onion,negative
Gina    ,Cigar Vine Kefir,positive
Dorophy ,Vodka Water Pepper,negative
Chloe   ,Bread Kefir Water,positive
Sophy   ,Salo Water Cigar,negative
Gina    ,Milk Pepper Iogurt,positive
Chloe   ,Pepper Beer Iogurt,positive
Hilary  ,Cream Milk Cheese,positive
Filona  ,Salt Fries Abritos,negative
Filona  ,Salo Eris Abritos,negative
Dorophy ,Milk Sugar Kefir,positive
Emma    ,Sweet Pepper Cigar,negative
Ira     ,Onion Cream Vodka,positive
Gina    ,Eris Kefir Milk,positive
Gina    ,Bananas Vodka Sweet,negative
Ira     ,Beer Salo Abritos,negative
Chloe   ,Bread Water Kefir,positive
Filona  ,Milk Kefir Bananas,positive
Ira     ,Cream Iogurt Milk,positive
Gina    ,Fries Kefir Water,positive
Hilary  ,Milk Vine Cheese,positive
Filona  ,Bread Water Vine,negative
Chloe   ,Water Cheese Vodka,positive
Hilary  ,Bread Bananas Kefir,positive
Filona  ,Abritos Cigar Bread,negative
Dorophy ,Cigar Cheese Pepper,positive
Alla    ,Kefir Bananas Pepper,positive
Emma    ,Cheese Vodka Cigar,positive
Gina    ,Salo Cheese Iogurt,positive
Emma    ,Iogurt Eris Onion,positive
Alla    ,Salo Cream Cheese,positive
Gina    ,Cigar Cream Cheese,positive
Dorophy ,Bananas Eris Vine,negative
Ann     ,Vine Bread Vodka,negative
Chloe   ,Salo Water Cigar,negative
Filona  ,Bread Iogurt Milk,positive
Chloe   ,Onion Kefir Vine,positive
Gina    ,Vodka Pepper Beer,negative
Ann     ,Vodka Sugar Bread,negative
Filona  ,Iogurt Water Salt,positive
Chloe   ,Beer Onion Eris,negative
Alla    ,Bread Cream Sugar,positive
Hilary  ,Cheese Water Abritos,positive
Hilary  ,Milk Salo Cream,positive
Alla    ,Salo Cigar Cheese,positive
Chloe   ,Milk Fries Abritos,positive
Alla    ,Vodka Milk Pepper,positive
Hilary  ,Iogurt Pepper Sugar,positive
Chloe   ,Cream Vine Eris,positive
Emma    ,Salo Water Milk,positive
Chloe   ,Salo Sweet Iogurt,positive
Chloe   ,Sweet Vine Salt,negative
Chloe   ,Onion Cream Beer,positive
Chloe   ,Bananas Vodka Kefir,positive
Alla    ,Bananas Pepper Vine,negative
Ann     ,Vodka Cigar Milk,positive
Chloe   ,Beer Vodka Bananas,negative
Hilary  ,Pepper Vine Sweet,negative
Hilary  ,Water Cigar Sugar,negative
Sophy   ,Abritos Fries Sweet,negative
Ira     ,Salt Vodka Onion,negative
Gina    ,Bananas Bread Abritos,negative
Sophy   ,Bananas Salo Abritos,negative
Sophy   ,Milk Sweet Eris,positive
Ann     ,Cigar Salo Pepper,negative
Ann     ,Salo Onion Vodka,negative
Alla    ,Kefir Bread Cream,positive
Emma    ,Sugar Cream Eris,positive
Dorophy ,Cream Cheese Vodka,positive
Sophy   ,Eris Kefir Abritos,positive
Dorophy ,Pepper Sweet Salt,negative
Emma    ,Bananas Sugar Cigar,negative
Dorophy ,Pepper Eris Milk,positive
Sophy   ,Water Cream Cheese,positive
Gina    ,Vine Bread Sugar,negative
Filona  ,Vine Bananas Vodka,negative
Alla    ,Vine Cheese Pepper,positive
Gina    ,Abritos Fries Eris,negative
Chloe   ,Kefir Cigar Salo,positive
Hilary  ,Water Eris Cheese,positive
Ann     ,Fries Onion Salt,negative
Sophy   ,Milk Vodka Water,positive
Alla    ,Cream Bread Pepper,positive
Sophy   ,Vine Water Bread,negative
Ira     ,Vodka Kefir Salt,positive
Ann     ,Salt Salo Vodka,negative
Gina    ,Cheese Fries Pepper,positive
Gina    ,Milk Onion Pepper,positive
Filona  ,Fries Bananas Water,negative
Chloe   ,Salt Iogurt Vine,positive
Ira     ,Iogurt Cheese Salo,positive
Chloe   ,Vodka Bananas Water,negative
Alla    ,Beer Abritos Cheese,positive
Ira     ,Eris Water Fries,negative
Ann     ,Bread Cheese Sweet,positive
Gina    ,Cheese Salt Sweet,positive
Chloe   ,Fries Bananas Sugar,negative
Filona  ,Salo Pepper Bread,negative
Hilary  ,Water Eris Abritos,negative
Chloe   ,Onion Abritos Vine,negative
Emma    ,Iogurt Water Fries,positive
Dorophy ,Salt Salo Abritos,negative
Sophy   ,Bananas Cigar Pepper,negative
Ann     ,Sugar Salt Bread,negative
Dorophy ,Sweet Cream Abritos,positive
Alla    ,Salo Sweet Sugar,negative
Sophy   ,Cigar Fries Pepper,negative
Alla    ,Cheese Salo Bananas,positive
Emma    ,Beer Vine Salt,negative
Ira     ,Pepper Fries Sweet,negative
Emma    ,Cheese Sugar Eris,positive
Gina    ,Cream Kefir Cigar,positive
Gina    ,Cream Bananas Fries,positive
Hilary  ,Sugar Abritos Pepper,negative
Sophy   ,Onion Fries Sugar,negative
Gina    ,Salo Onion Abritos,negative
Gina    ,Bananas Iogurt Salt,positive
Sophy   ,Eris Salt Iogurt,positive
Chloe   ,Salo Vodka Sweet,negative
Chloe   ,Water Pepper Bread,negative
Filona  ,Cheese Kefir Iogurt,positive
Filona  ,Bananas Pepper Beer,negative
Hilary  ,Water Bread Kefir,positive
Ira     ,Kefir Fries Cream,positive
Gina    ,Eris Salo Cream,positive
Filona  ,Water Beer Vodka,negative
Emma    ,Kefir Beer Sugar,positive
Filona  ,Salo Cream Cheese,positive
Ann     ,Vodka Beer Cigar,negative
Ira     ,Salt Milk Kefir,positive
Filona  ,Iogurt Milk Water,positive
Ann     ,Cigar Bananas Sweet,negative
Ann     ,Cigar Salt Iogurt,positive
Gina    ,Pepper Sugar Salo,negative
Ann     ,Pepper Cigar Kefir,positive
Chloe   ,Pepper Onion Beer,negative
Dorophy ,Fries Salo Bread,negative
Hilary  ,Kefir Bananas Iogurt,positive
Chloe   ,Cheese Iogurt Kefir,positive
Gina    ,Milk Salt Iogurt,positive
Alla    ,Iogurt Vine Bananas,positive
Sophy   ,Vodka Milk Abritos,positive
Ann     ,Vodka Milk Fries,positive
Sophy   ,Iogurt Kefir Cheese,positive
Alla    ,Abritos Eris Milk,positive
Sophy   ,Vodka Cream Sweet,positive
Gina    ,Vine Abritos Cheese,positive
Gina    ,Bread Fries Cigar,negative
Emma    ,Sugar Pepper Beer,negative
Gina    ,Pepper Sugar Abritos,negative
Filona  ,Beer Cheese Eris,positive
Emma    ,Cream Milk Cigar,positive
Chloe   ,Cream Iogurt Water,positive
Filona  ,Salo Water Onion,negative
Gina    ,Cigar Salt Water,negative
Gina    ,Salo Salt Pepper,negative
Gina    ,Vine Beer Fries,negative
Alla    ,Vine Cigar Water,negative
Dorophy ,Salt Iogurt Onion,positive
Alla    ,Cream Vine Cheese,positive
Sophy   ,Bananas Fries Eris,negative
Chloe   ,Water Beer Cream,positive
Alla    ,Sweet Fries Cheese,positive
Gina    ,Abritos Kefir Beer,positive
Ira     ,Vodka Milk Salo,positive
Chloe   ,Bread Salt Iogurt,positive
Sophy   ,Water Milk Eris,positive
Ira     ,Cigar Sweet Salo,negative
Alla    ,Vine Abritos Onion,negative
Sophy   ,Cigar Cheese Abritos,positive
Filona  ,Sugar Pepper Beer,negative
Dorophy ,Bananas Fries Cream,positive
Sophy   ,Cream Milk Eris,positive
Sophy   ,Kefir Sweet Beer,positive
Emma    ,Beer Kefir Sweet,positive
Gina    ,Beer Cream Iogurt,positive
Ann     ,Vine Salo Iogurt,positive
Gina    ,Bananas Beer Abritos,negative
Sophy   ,Salt Cigar Abritos,negative
Hilary  ,Sugar Cheese Sweet,positive
Chloe   ,Vine Onion Iogurt,positive
Chloe   ,Sugar Abritos Cheese,positive
Sophy   ,Cigar Onion Vodka,negative
Sophy   ,Cream Vodka Cigar,positive
Sophy   ,Cigar Bananas Cheese,positive
Sophy   ,Beer Kefir Vine,positive
Sophy   ,Bread Cheese Vodka,positive
Ann     ,Cheese Salt Fries,positive
Chloe   ,Milk Sweet Kefir,positive
Ann     ,Milk Eris Cigar,positive
Dorophy ,Vine Cheese Water,positive
Emma    ,Cream Cigar Bananas,positive
Gina    ,Cigar Salt Cream,positive
Filona  ,Salt Iogurt Abritos,positive
Filona  ,Kefir Water Milk,positive
Alla    ,Beer Salt Bananas,negative
Ann     ,Bananas Salo Eris,negative
Hilary  ,Salo Water Sugar,negative
Dorophy ,Abritos Milk Vine,positive
Ann     ,Vine Abritos Bread,negative
Ann     ,Kefir Vine Onion,positive
Hilary  ,Sugar Fries Cream,positive
Ann     ,Vine Onion Bread,negative
Alla    ,Sweet Beer Cigar,negative
Filona  ,Vodka Water Vine,negative
Gina    ,Cream Milk Salo,positive
Hilary  ,Vine Sweet Eris,negative
Alla    ,Eris Kefir Onion,positive
Chloe   ,Eris Onion Cream,positive
Alla    ,Eris Water Iogurt,positive
Dorophy ,Milk Cream Cigar,positive
Ann     ,Eris Beer Vine,negative
Dorophy ,Sugar Beer Vine,negative
Ira     ,Salo Cheese Pepper,positive
Ann     ,Onion Abritos Vodka,negative
Dorophy ,Cream Fries Iogurt,positive
Hilary  ,Abritos Iogurt Eris,positive
Gina    ,Eris Sugar Water,negative
Filona  ,Onion Bananas Cream,positive
Ira     ,Salt Bananas Eris,negative
Ann     ,Abritos Cheese Onion,positive
Ira     ,Milk Abritos Salt,positive
Filona  ,Cheese Salt Sweet,positive
Gina    ,Cream Abritos Sweet,positive
Hilary  ,Sweet Bananas Salt,negative
Sophy   ,Kefir Pepper Cheese,positive
Sophy   ,Pepper Water Cheese,positive
Dorophy ,Vodka Bread Eris,negative
Dorophy ,Sweet Kefir Onion,positive
Sophy   ,Pepper Milk Bread,positive
Emma    ,Pepper Beer Salt,negative
Dorophy ,Milk Sugar Sweet,positive
Sophy   ,Eris Sugar Salo,negative
Chloe   ,Cigar Fries Pepper,negative
Filona  ,Cream Bananas Vine,positive
Emma    ,Salo Beer Bread,negative
Dorophy ,Eris Kefir Beer,positive
Sophy   ,Cream Kefir Eris,positive
Emma    ,Vodka Bananas Milk,positive
Gina    ,Sweet Cheese Salt,positive
Ann     ,Cheese Pepper Sweet,positive
Emma    ,Vodka Fries Beer,negative
Emma    ,Cream Vodka Abritos,positive
Chloe   ,Vine Pepper Beer,negative
Sophy   ,Onion Abritos Bananas,negative
Chloe   ,Sugar Cheese Milk,positive
Ira     ,Cheese Fries Kefir,positive
Ira     ,Sugar Salo Cream,positive
Filona  ,Beer Pepper Bananas,negative
Dorophy ,Iogurt Eris Cream,positive
Ira     ,Beer Onion Milk,positive
Chloe   ,Cigar Fries Cheese,positive
Hilary  ,Milk Onion Cheese,positive
Filona  ,Vine Iogurt Milk,positive
Gina    ,Salo Bananas Vine,negative
Ira     ,Onion Sweet Beer,negative
Emma    ,Salo Abritos Iogurt,positive
Emma    ,Vodka Water Pepper,negative
Sophy   ,Bananas Cream Milk,positive
Filona  ,Kefir Bread Cream,positive
Filona  ,Bread Milk Cheese,positive
Sophy   ,Cream Salt Vine,positive
Gina    ,Vine Abritos Sugar,negative
Emma    ,Kefir Abritos Salt,positive
Ira     ,Pepper Cheese Milk,positive
Filona  ,Cheese Vine Iogurt,positive
Ira     ,Cigar Onion Water,negative
Chloe   ,Bananas Milk Abritos,positive
Ann     ,Abritos Kefir Salt,positive
Gina    ,Cheese Pepper Sugar,positive
Hilary  ,Eris Cigar Bananas,negative
Emma    ,Cheese Salo Vine,positive
Ira     ,Eris Salt Sweet,negative
Hilary  ,Salo Fries Abritos,negative
Alla    ,Sweet Cigar Milk,positive
Gina    ,Eris Beer Cream,positive
Ann     ,Bananas Fries Kefir,positive
Ira     ,Vodka Vine Water,negative
Sophy   ,Onion Salt Vodka,negative
Dorophy ,Cream Bananas Vodka,positive
Gina    ,Bread Bananas Salt,negative
Emma    ,Bread Cigar Iogurt,positive
Sophy   ,Kefir Sugar Abritos,positive
Alla    ,Iogurt Eris Pepper,positive
Ann     ,Beer Onion Fries,negative
Gina    ,Salt Eris Sweet,negative
Ann     ,Milk Bread Vodka,positive
Ira     ,Milk Cream Iogurt,positive
Ira     ,Cigar Cream Bananas,positive
Chloe   ,Sugar Cream Salt,positive
Sophy   ,Milk Kefir Abritos,positive
Sophy   ,Fries Vodka Milk,positive
Chloe   ,Eris Kefir Bread,positive
Chloe   ,Milk Abritos Iogurt,positive
Emma    ,Vine Milk Bananas,positive
Ira     ,Sweet Abritos Beer,negative
Ira     ,Cheese Water Bread,positive
Alla    ,Iogurt Salt Cheese,positive
Filona  ,Eris Fries Sweet,negative
Chloe   ,Water Pepper Sugar,negative
Ann     ,Vine Kefir Fries,positive
Alla    ,Vine Bananas Abritos,negative
Emma    ,Water Milk Cream,positive
Ira     ,Pepper Eris Abritos,negative
Alla    ,Sweet Bananas Abritos,negative
Filona  ,Water Abritos Onion,negative
Ira     ,Sweet Sugar Vine,negative
Alla    ,Salo Cheese Cream,positive
Alla    ,Bread Bananas Water,negative
Hilary  ,Milk Bananas Onion,positive
Ira     ,Water Kefir Iogurt,positive
Gina    ,Fries Beer Pepper,negative
Alla    ,Bananas Eris Salt,negative
Ann     ,Eris Cigar Water,negative
Ira     ,Vine Vodka Salo,negative
Ann     ,Onion Salt Vodka,negative
Alla    ,Fries Kefir Cream,positive
Gina    ,Beer Milk Iogurt,positive
Filona  ,Bread Salo Iogurt,positive
Hilary  ,Kefir Water Onion,positive
Emma    ,Beer Water Eris,negative
Ann     ,Sugar Kefir Vodka,positive
Dorophy ,Iogurt Salt Bananas,positive
Chloe   ,Abritos Cream Bread,positive
Alla    ,Onion Cream Fries,positive
Sophy   ,Cheese Sugar Milk,positive
Dorophy ,Abritos Pepper Sugar,negative
Chloe   ,Water Bread Bananas,negative
Dorophy ,Bread Eris Salt,negative
Dorophy ,Salt Eris Cigar,negative
Sophy   ,Vodka Onion Water,negative
Ira     ,Abritos Vodka Bread,negative
Chloe   ,Pepper Iogurt Onion,positive
Gina    ,Bananas Sugar Beer,negative
Dorophy ,Eris Water Iogurt,positive
Chloe   ,Beer Cheese Cigar,positive
Sophy   ,Vine Sugar Vodka,negative
Chloe   ,Cigar Sugar Beer,negative
Alla    ,Iogurt Vine Salo,positive
Chloe   ,Sweet Beer Sugar,negative
Ira     ,Beer Milk Cheese,positive
Chloe   ,Vine Cheese Vodka,positive
Sophy   ,Milk Beer Cream,positive
Chloe   ,Cheese Iogurt Abritos,positive
Filona  ,Pepper Cream Sugar,positive
Alla    ,Water Vodka Beer,negative
Ann     ,Fries Milk Cigar,positive
Ann     ,Salt Cheese Milk,positive
Ann     ,Iogurt Onion Sugar,positive
Alla    ,Vine Bread Cream,positive
Chloe   ,Salo Kefir Cheese,positive
Ira     ,Cream Abritos Cheese,positive
Hilary  ,Abritos Iogurt Bananas,positive
Hilary  ,Sugar Water Bread,negative
Emma    ,Vine Vodka Onion,negative
Emma    ,Bread Salt Pepper,negative
Dorophy ,Kefir Salo Vine,positive
Alla    ,Iogurt Water Sweet,positive
Hilary  ,Vodka Cream Bananas,positive
Emma    ,Cream Milk Water,positive
Dorophy ,Onion Kefir Milk,positive
Alla    ,Bananas Vodka Fries,negative
Gina    ,Bananas Abritos Vine,negative
Emma    ,Kefir Cheese Cigar,positive
Hilary  ,Bananas Eris Sweet,negative
Ann     ,Bread Cigar Milk,positive
Dorophy ,Bananas Cream Abritos,positive
Alla    ,Iogurt Beer Onion,positive
Chloe   ,Iogurt Cigar Beer,positive
Chloe   ,Beer Onion Abritos,negative
Filona  ,Water Bread Sweet,negative
Dorophy ,Cheese Beer Cigar,positive
Sophy   ,Abritos Eris Sugar,negative
Dorophy ,Iogurt Onion Vine,positive
Dorophy ,Bread Vine Eris,negative
Filona  ,Water Iogurt Sweet,positive
Filona  ,Abritos Cigar Water,negative
Emma    ,Onion Cheese Milk,positive
Filona  ,Kefir Bread Salo,positive
Filona  ,Cigar Pepper Salt,negative
Hilary  ,Pepper Eris Sweet,negative
Dorophy ,Salo Fries Abritos,negative
Ira     ,Milk Vodka Beer,positive
Alla    ,Sweet Kefir Onion,positive
Emma    ,Eris Sweet Vodka,negative
Ann     ,Pepper Beer Abritos,negative
Dorophy ,Cream Bananas Beer,positive
Filona  ,Salt Water Cheese,positive
Filona  ,Cream Cigar Kefir,positive
Dorophy ,Beer Pepper Cigar,negative
Emma    ,Vodka Salo Bananas,negative
Hilary  ,Salo Vine Sweet,negative
Filona  ,Milk Kefir Water,positive
Emma    ,Kefir Cheese Bread,positive
Chloe   ,Bananas Salo Iogurt,positive
Filona  ,Abritos Bread Kefir,positive
Sophy   ,Vine Cheese Sweet,positive
Alla    ,Vodka Cigar Pepper,negative
Ann     ,Bread Vine Salo,negative
Dorophy ,Cheese Water Cream,positive
Chloe   ,Vodka Fries Onion,negative
Hilary  ,Cigar Vine Eris,negative
Gina    ,Bananas Vodka Cigar,negative
Dorophy ,Abritos Iogurt Pepper,positive
Filona  ,Cream Salt Bananas,positive
Ann     ,Salo Pepper Kefir,positive
Ira     ,Sugar Iogurt Onion,positive
Ira     ,Abritos Water Milk,positive
Hilary  ,Fries Vodka Bread,negative
Filona  ,Beer Salt Abritos,negative
Gina    ,Milk Kefir Beer,positive
Hilary  ,Fries Beer Sugar,negative
Chloe   ,Milk Cheese Vine,positive
Ann     ,Abritos Vodka Onion,negative
Dorophy ,Pepper Sugar Salo,negative
Gina    ,Cheese Vine Sugar,positive
Emma    ,Cheese Iogurt Vine,positive
Hilary  ,Milk Cigar Vodka,positive
Ira     ,Sweet Fries Cigar,negative
Filona  ,Beer Iogurt Onion,positive
Dorophy ,Vodka Kefir Sugar,positive
Sophy   ,Abritos Salt Sugar,negative
Filona  ,Vodka Sugar Onion,negative
Hilary  ,Vodka Sugar Beer,negative
Ann     ,Onion Cream Fries,positive
Gina    ,Onion Iogurt Vine,positive
Hilary  ,Pepper Milk Cream,positive
Alla    ,Cigar Onion Cheese,positive
Alla    ,Sugar Kefir Sweet,positive
Hilary  ,Bananas Salt Vodka,negative
Emma    ,Onion Salo Beer,negative
Gina    ,Milk Salo Bananas,positive
Sophy   ,Beer Onion Salt,negative
Hilary  ,Salt Water Bread,negative
Sophy   ,Milk Kefir Iogurt,positive
Filona  ,Onion Fries Eris,negative
Alla    ,Vodka Cheese Onion,positive
Ann     ,Eris Bread Vine,negative
Sophy   ,Cheese Cream Vine,positive
Filona  ,Abritos Cigar Cheese,positive
Gina    ,Beer Water Cream,positive
Ira     ,Abritos Cream Eris,positive
Emma    ,Iogurt Eris Vine,positive
Emma    ,Pepper Bread Cheese,positive
Sophy   ,Vodka Sugar Fries,negative
Ira     ,Vine Water Cheese,positive
Sophy   ,Vodka Cheese Beer,positive
Gina    ,Cigar Onion Water,negative
Alla    ,Salo Salt Abritos,negative
Chloe   ,Bananas Milk Beer,positive
Filona  ,Iogurt Bananas Fries,positive
Emma    ,Fries Water Bread,negative
Ira     ,Vodka Bread Salo,negative
Hilary  ,Pepper Water Onion,negative
Hilary  ,Water Beer Cream,positive
Emma    ,Vodka Abritos Milk,positive
Emma    ,Bananas Onion Cream,positive
Dorophy ,Abritos Salo Cigar,negative
Alla    ,Bananas Fries Cigar,negative
Chloe   ,Sweet Abritos Fries,negative
Chloe   ,Bread Milk Salo,positive
Ira     ,Beer Abritos Sweet,negative
Chloe   ,Abritos Onion Pepper,negative
Emma    ,Vodka Abritos Pepper,negative
Ann     ,Abritos Salt Kefir,positive
Sophy   ,Sugar Milk Bread,positive
Ann     ,Eris Sweet Pepper,negative
Dorophy ,Bread Sweet Water,negative
Filona  ,Pepper Salo Bananas,negative
Gina    ,Milk Abritos Vine,positive
Ann     ,Water Milk Bananas,positive
Chloe   ,Abritos Sugar Salt,negative
Gina    ,Water Vine Eris,negative
Hilary  ,Eris Cream Bananas,positive
Dorophy ,Cheese Salo Fries,positive
Chloe   ,Cigar Milk Cream,positive
Hilary  ,Milk Salt Abritos,positive
Gina    ,Sweet Onion Bananas,negative
Emma    ,Cigar Sugar Cheese,positive
Ann     ,Onion Sweet Vine,negative
Alla    ,Onion Beer Salo,negative
Ira     ,Cigar Bananas Cheese,positive
Hilary  ,Bread Milk Salo,positive
Chloe   ,Fries Bananas Bread,negative
Alla    ,Abritos Salo Kefir,positive
Filona  ,Onion Sugar Vodka,negative
Sophy   ,Sweet Cheese Eris,positive
Ira     ,Milk Vodka Cream,positive
Sophy   ,Cigar Iogurt Bread,positive
Alla    ,Sweet Bread Abritos,negative
Ira     ,Iogurt Cigar Sweet,positive
Ann     ,Vine Salt Milk,positive
Emma    ,Milk Pepper Water,positive
Gina    ,Eris Onion Cream,positive
Gina    ,Salt Sweet Fries,negative
Emma    ,Abritos Fries Vodka,negative
Filona  ,Onion Cream Vine,positive
Ira     ,Cheese Vodka Abritos,positive
Dorophy ,Kefir Vine Abritos,positive
Chloe   ,Cigar Eris Pepper,negative
Chloe   ,Iogurt Salt Cream,positive
Ann     ,Cheese Kefir Sugar,positive
Dorophy ,Water Sweet Fries,negative
Gina    ,Fries Pepper Vine,negative
Alla    ,Cream Salt Water,positive
Ann     ,Cheese Abritos Onion,positive
Filona  ,Salt Sweet Vodka,negative
Filona  ,Cream Water Bread,positive
Dorophy ,Vine Milk Beer,positive
Alla    ,Fries Abritos Eris,negative
Chloe   ,Cigar Beer Water,negative
Gina    ,Sugar Kefir Bread,positive
Sophy   ,Fries Cheese Onion,positive
Ann     ,Vine Milk Eris,positive
Sophy   ,Salt Iogurt Sweet,positive
Ann     ,Water Fries Cheese,positive
Ann     ,Onion Sugar Salo,negative
Sophy   ,Onion Vodka Beer,negative
Ira     ,Beer Vodka Salo,negative
Alla    ,Salt Iogurt Sweet,positive
Dorophy ,Vine Sugar Fries,negative
